3.000e-01,5.000e-03,1.031004e+00,1.993818e+00
3.050e-01,5.000e-03,9.812514e+00,1.691270e+01
3.100e-01,5.000e-03,2.824690e+01,4.357203e+01
3.150e-01,5.000e-03,5.954024e+01,8.244023e+01
3.200e-01,5.000e-03,8.357606e+01,1.049771e+02
3.250e-01,5.000e-03,1.247786e+02,1.429655e+02
3.300e-01,5.000e-03,1.693766e+02,1.784900e+02
3.350e-01,5.000e-03,1.816629e+02,1.775042e+02
3.400e-01,5.000e-03,1.895579e+02,1.727763e+02
3.450e-01,5.000e-03,2.050380e+02,1.751533e+02
3.500e-01,1.000e-02,2.328396e+02,1.872063e+02
3.600e-01,1.000e-02,2.576112e+02,1.855438e+02
3.700e-01,1.000e-02,3.220576e+02,2.104140e+02
3.800e-01,1.000e-02,3.422634e+02,2.049557e+02
3.900e-01,1.000e-02,3.426250e+02,1.897165e+02
4.000e-01,1.000e-02,5.200510e+02,2.682855e+02
4.100e-01,1.000e-02,6.305359e+02,3.050382e+02
4.200e-01,1.000e-02,6.761719e+02,3.084960e+02
4.300e-01,1.000e-02,6.433386e+02,2.781790e+02
4.400e-01,1.000e-02,7.735863e+02,3.183979e+02
4.500e-01,1.000e-02,8.729707e+02,3.433996e+02
4.600e-01,1.000e-02,9.167592e+02,3.400303e+02
4.700e-01,1.000e-02,9.163650e+02,3.215379e+02
4.800e-01,1.000e-02,9.575943e+02,3.188715e+02
4.900e-01,1.000e-02,9.147855e+02,2.899191e+02
5.000e-01,1.000e-02,9.380851e+02,2.837095e+02
5.100e-01,1.000e-02,9.623728e+02,2.784021e+02
5.200e-01,1.000e-02,9.286483e+02,2.574587e+02
5.300e-01,1.000e-02,9.698868e+02,2.583463e+02
5.400e-01,1.000e-02,9.844087e+02,2.523107e+02
5.500e-01,2.000e-02,9.919979e+02,2.450086e+02
5.700e-01,2.300e-02,9.770225e+02,2.253773e+02
5.930e-01,1.700e-02,9.484490e+02,2.031884e+02
6.100e-01,2.000e-02,9.589207e+02,1.946121e+02
6.300e-01,2.600e-02,9.485209e+02,1.811558e+02
6.560e-01,1.160e-02,8.993215e+02,1.597369e+02
6.676e-01,2.240e-02,9.162631e+02,1.577769e+02
6.900e-01,2.000e-02,8.142209e+02,1.338587e+02
7.100e-01,8.000e-03,8.679574e+02,1.347983e+02
7.180e-01,6.400e-03,7.697342e+02,1.194727e+02
7.244e-01,1.560e-02,7.556250e+02,1.160345e+02
7.400e-01,1.250e-02,8.124308e+02,1.183834e+02
